CO_FIP,total_precipitation_m,temperature_K,latitude_precip,longitude_precip,latitude_temp,longitude_temp,time
17001,0.001084446767345,270.7318359375,40.05,-91.2,40.05,-91.2,2010-12-01
17001,0.0032645940314977,268.12080078125,40.05,-91.2,40.05,-91.2,2011-01-01
17001,0.0015386700630187,272.352783203125,40.05,-91.2,40.05,-91.2,2011-02-01
17001,0.0055918693076818,279.235546875,40.05,-91.2,40.05,-91.2,2011-03-01
17001,0.0045493840239941,285.640283203125,40.05,-91.2,40.05,-91.2,2011-04-01
17001,0.0076209066901355,290.664599609375,40.05,-91.2,40.05,-91.2,2011-05-01
17001,0.0015799043234437,296.647314453125,40.05,-91.2,40.05,-91.2,2011-06-01
17001,0.0023751137778162,300.926904296875,40.05,-91.2,40.05,-91.2,2011-07-01
17001,0.0018148777540772,297.772216796875,40.05,-91.2,40.05,-91.2,2011-08-01
17001,0.0008450149092822,290.881298828125,40.05,-91.2,40.05,-91.2,2011-09-01
17001,0.0050096988212316,286.960205078125,40.05,-91.2,40.05,-91.2,2011-10-01
17001,0.0019957065116613,280.955615234375,40.05,-91.2,40.05,-91.2,2011-11-01
17001,0.0007169364485889,275.48125,40.05,-91.2,40.05,-91.2,2011-12-01
17001,0.001729893637821,273.670947265625,40.05,-91.2,40.05,-91.2,2012-01-01
17001,0.0021206854842603,275.690283203125,40.05,-91.2,40.05,-91.2,2012-02-01
17001,0.0035235165618359,286.74287109375,40.05,-91.2,40.05,-91.2,2012-03-01
17001,0.0022611258085816,287.100390625,40.05,-91.2,40.05,-91.2,2012-04-01
17001,0.0012297868728637,294.298291015625,40.05,-91.2,40.05,-91.2,2012-05-01
17001,0.0006803272292017,297.4326171875,40.05,-91.2,40.05,-91.2,2012-06-01
17001,0.0016421554610132,302.150146484375,40.05,-91.2,40.05,-91.2,2012-07-01
17001,0.0031133173964917,297.693212890625,40.05,-91.2,40.05,-91.2,2012-08-01
17001,0.0027230856474488,292.111962890625,40.05,-91.2,40.05,-91.2,2012-09-01
17001,0.0011103091761469,284.9415771484375,40.05,-91.2,40.05,-91.2,2012-10-01
17001,0.0022617816925048,279.3508056640625,40.05,-91.2,40.05,-91.2,2012-11-01
17001,0.0028296707198023,275.97529296875,40.05,-91.2,40.05,-91.2,2012-12-01
17001,0.0028852103743701,272.25517578125,40.05,-91.2,40.05,-91.2,2013-01-01
17001,0.002711403183639,272.432568359375,40.05,-91.2,40.05,-91.2,2013-02-01
17001,0.0058082580566405,274.830517578125,40.05,-91.2,40.05,-91.2,2013-03-01
17001,0.0066915749106555,283.712255859375,40.05,-91.2,40.05,-91.2,2013-04-01
17001,0.0020285605918615,291.148291015625,40.05,-91.2,40.05,-91.2,2013-05-01
17001,0.0011695861816405,296.0710205078125,40.05,-91.2,40.05,-91.2,2013-06-01
17001,0.0001444816414732,297.6890258789062,40.05,-91.2,40.05,-91.2,2013-07-01
17001,0.0017620920669286,297.3564453125,40.05,-91.2,40.05,-91.2,2013-08-01
17001,0.0024882494471967,294.1855224609375,40.05,-91.2,40.05,-91.2,2013-09-01
17001,0.0015151857864111,286.035888671875,40.05,-91.2,40.05,-91.2,2013-10-01
17001,0.0014902590308337,277.3524658203125,40.05,-91.2,40.05,-91.2,2013-11-01
17001,0.0014032780658453,270.406689453125,40.05,-91.2,40.05,-91.2,2013-12-01
17001,0.002623891737312,267.655517578125,40.05,-91.2,40.05,-91.2,2014-01-01
17001,0.0014365433715283,266.858740234375,40.05,-91.2,40.05,-91.2,2014-02-01
17001,0.0039785145781934,275.410986328125,40.05,-91.2,40.05,-91.2,2014-03-01
17001,0.0021818637382238,285.197119140625,40.05,-91.2,40.05,-91.2,2014-04-01
17001,0.0048794506117701,291.6966796875,40.05,-91.2,40.05,-91.2,2014-05-01
17001,0.001886224746704,296.49453125,40.05,-91.2,40.05,-91.2,2014-06-01
17001,0.0047529457602649,295.647021484375,40.05,-91.2,40.05,-91.2,2014-07-01
17001,0.0020780085120349,296.811376953125,40.05,-91.2,40.05,-91.2,2014-08-01
17001,0.0034668087493627,291.786572265625,40.05,-91.2,40.05,-91.2,2014-09-01
17001,0.0015933990012853,286.156494140625,40.05,-91.2,40.05,-91.2,2014-10-01
17001,0.001418614340946,275.6229248046875,40.05,-91.2,40.05,-91.2,2014-11-01
17001,0.0012268841266631,274.4729248046875,40.05,-91.2,40.05,-91.2,2014-12-01
17001,0.0016816616058349,271.019970703125,40.05,-91.2,40.05,-91.2,2015-01-01
17001,0.0011934756301342,267.811669921875,40.05,-91.2,40.05,-91.2,2015-02-01
17001,0.0027555703185498,278.860400390625,40.05,-91.2,40.05,-91.2,2015-03-01
17001,0.0046885728370397,287.11630859375,40.05,-91.2,40.05,-91.2,2015-04-01
17001,0.0075672147329896,292.2017578125,40.05,-91.2,40.05,-91.2,2015-05-01
17001,0.0027330636046826,296.631396484375,40.05,-91.2,40.05,-91.2,2015-06-01
17001,0.0023818492423742,297.99443359375,40.05,-91.2,40.05,-91.2,2015-07-01
17001,0.0021201371215283,296.6571044921875,40.05,-91.2,40.05,-91.2,2015-08-01
17001,0.0015326736960559,295.5561767578125,40.05,-91.2,40.05,-91.2,2015-09-01
17001,0.0068080663215368,287.408203125,40.05,-91.2,40.05,-91.2,2015-10-01
17001,0.0053699471056461,281.9283935546875,40.05,-91.2,40.05,-91.2,2015-11-01
17001,0.0008586881682276,278.224951171875,40.05,-91.2,40.05,-91.2,2015-12-01
17001,0.0009396314620971,271.223095703125,40.05,-91.2,40.05,-91.2,2016-01-01
17001,0.0022337436210363,274.793505859375,40.05,-91.2,40.05,-91.2,2016-02-01
17001,0.0034620760940014,282.535546875,40.05,-91.2,40.05,-91.2,2016-03-01
17001,0.0029595850501209,286.302587890625,40.05,-91.2,40.05,-91.2,2016-04-01
17001,0.0013443827629088,290.718896484375,40.05,-91.2,40.05,-91.2,2016-05-01
17001,0.0044934272766112,299.28271484375,40.05,-91.2,40.05,-91.2,2016-06-01
17001,0.0045951366424559,298.3283203125,40.05,-91.2,40.05,-91.2,2016-07-01
17001,0.0025982617866247,298.0689453125,40.05,-91.2,40.05,-91.2,2016-08-01
17001,0.0020900724455713,295.3029541015625,40.05,-91.2,40.05,-91.2,2016-09-01
17001,0.0018427252303808,289.45400390625,40.05,-91.2,40.05,-91.2,2016-10-01
17001,0.0011041400488465,282.686962890625,40.05,-91.2,40.05,-91.2,2016-11-01
17001,0.0015626547858118,272.26357421875,40.05,-91.2,40.05,-91.2,2016-12-01
17001,0.0008888602256774,273.164501953125,40.05,-91.2,40.05,-91.2,2017-01-01
17001,0.004153704503551,279.229248046875,40.05,-91.2,40.05,-91.2,2017-02-01
17001,0.0069371461868285,280.45556640625,40.05,-91.2,40.05,-91.2,2017-03-01
17001,0.0035034179687499,287.722998046875,40.05,-91.2,40.05,-91.2,2017-04-01
17001,0.0031683444511145,290.998291015625,40.05,-91.2,40.05,-91.2,2017-05-01
17001,0.0017132520209997,297.09345703125,40.05,-91.2,40.05,-91.2,2017-06-01
17001,0.0029627798125147,299.254638671875,40.05,-91.2,40.05,-91.2,2017-07-01
17001,0.0005809307098388,295.2915771484375,40.05,-91.2,40.05,-91.2,2017-08-01
17001,0.0038663147948681,294.290576171875,40.05,-91.2,40.05,-91.2,2017-09-01
17001,0.0018697736784815,287.8381103515625,40.05,-91.2,40.05,-91.2,2017-10-01
17001,0.0006264565512537,279.4947021484375,40.05,-91.2,40.05,-91.2,2017-11-01
17001,0.0013599036261438,272.56240234375,40.05,-91.2,40.05,-91.2,2017-12-01
17001,0.004212999343872,269.816552734375,40.05,-91.2,40.05,-91.2,2018-01-01
17001,0.0032104730140417,273.188330078125,40.05,-91.2,40.05,-91.2,2018-02-01
17001,0.0010472297668456,277.729541015625,40.05,-91.2,40.05,-91.2,2018-03-01
17001,0.0035301446914672,281.41611328125,40.05,-91.2,40.05,-91.2,2018-04-01
17001,0.0045220135711133,296.38935546875,40.05,-91.2,40.05,-91.2,2018-05-01
17001,0.002279889397323,298.621044921875,40.05,-91.2,40.05,-91.2,2018-06-01
17001,0.0040623425506055,298.2916259765625,40.05,-91.2,40.05,-91.2,2018-07-01
17001,0.0036216735374182,298.2011352539063,40.05,-91.2,40.05,-91.2,2018-08-01
17001,0.0039350746665149,294.755322265625,40.05,-91.2,40.05,-91.2,2018-09-01
17001,0.0031900761649012,285.969140625,40.05,-91.2,40.05,-91.2,2018-10-01
17001,0.0034240243956446,274.936181640625,40.05,-91.2,40.05,-91.2,2018-11-01
17001,0.002899050572887,274.427978515625,40.05,-91.2,40.05,-91.2,2018-12-01
17001,0.0028869628440587,269.204931640625,40.05,-91.2,40.05,-91.2,2019-01-01
17001,0.0035390376579016,271.508154296875,40.05,-91.2,40.05,-91.2,2019-02-01
17001,0.0041732786223291,277.000048828125,40.05,-91.2,40.05,-91.2,2019-03-01
17001,0.0065660714637487,285.64541015625,40.05,-91.2,40.05,-91.2,2019-04-01
17001,0.0038953302428125,290.81845703125,40.05,-91.2,40.05,-91.2,2019-05-01
17001,0.0015755413100122,296.04033203125,40.05,-91.2,40.05,-91.2,2019-06-01
17001,0.0026157139334827,299.6310791015625,40.05,-91.2,40.05,-91.2,2019-07-01
17001,0.0059758186282123,297.1361328125,40.05,-91.2,40.05,-91.2,2019-08-01
17001,0.003427958395332,296.3287109375,40.05,-91.2,40.05,-91.2,2019-09-01
17001,0.0016012666281312,284.65458984375,40.05,-91.2,40.05,-91.2,2019-10-01
17001,0.0010487317573278,276.46015625,40.05,-91.2,40.05,-91.2,2019-11-01
17001,0.0022588968276977,275.630517578125,40.05,-91.2,40.05,-91.2,2019-12-01
17001,0.00159003729932,272.824462890625,40.05,-91.2,40.05,-91.2,2020-01-01
17001,0.003978657722473,273.301025390625,40.05,-91.2,40.05,-91.2,2020-02-01
17001,0.0037002562545239,280.605029296875,40.05,-91.2,40.05,-91.2,2020-03-01
17001,0.0048637387808412,283.835888671875,40.05,-91.2,40.05,-91.2,2020-04-01
17001,0.0029318332672118,289.782568359375,40.05,-91.2,40.05,-91.2,2020-05-01
17001,0.0040858506225049,297.2978515625,40.05,-91.2,40.05,-91.2,2020-06-01
17001,0.0006759405136107,299.115966796875,40.05,-91.2,40.05,-91.2,2020-07-01
17001,0.0022918223403393,296.8225830078125,40.05,-91.2,40.05,-91.2,2020-08-01
17001,0.0012769937049597,292.3073974609375,40.05,-91.2,40.05,-91.2,2020-09-01
17001,0.0019783852621912,284.684716796875,40.05,-91.2,40.05,-91.2,2020-10-01
17001,0.0014255402144044,282.20908203125,40.05,-91.2,40.05,-91.2,2020-11-01
17001,0.0026478528510778,274.147607421875,40.05,-91.2,40.05,-91.2,2020-12-01
17001,0.0016393659636378,272.9783203125,40.05,-91.2,40.05,-91.2,2021-01-01
17001,0.0036744832992553,267.263232421875,40.05,-91.2,40.05,-91.2,2021-02-01
17001,0.0041187285911291,281.7158203125,40.05,-91.2,40.05,-91.2,2021-03-01
17001,0.005359888030216,285.3798828125,40.05,-91.2,40.05,-91.2,2021-04-01
17001,0.0057019948493688,289.983935546875,40.05,-91.2,40.05,-91.2,2021-05-01
17001,0.0043453453108667,297.588671875,40.05,-91.2,40.05,-91.2,2021-06-01
17001,0.0044980525504797,297.7936767578125,40.05,-91.2,40.05,-91.2,2021-07-01
17001,0.0017026542220264,297.8928466796875,40.05,-91.2,40.05,-91.2,2021-08-01
17001,0.004809713223949,294.6944213867188,40.05,-91.2,40.05,-91.2,2021-09-01
17001,0.0006623862776905,288.630908203125,40.05,-91.2,40.05,-91.2,2021-10-01
17001,0.0014666674658655,279.182080078125,40.05,-91.2,40.05,-91.2,2021-11-01
17001,0.0010134457144885,278.076953125,40.05,-91.2,40.05,-91.2,2021-12-01
17001,0.0024553059134632,268.318359375,40.05,-91.2,40.05,-91.2,2022-01-01
17001,0.0032655833754688,271.68271484375,40.05,-91.2,40.05,-91.2,2022-02-01
17001,0.0025055882986634,279.668017578125,40.05,-91.2,40.05,-91.2,2022-03-01
17001,0.005451345257461,283.8974609375,40.05,-91.2,40.05,-91.2,2022-04-01
17001,0.0030750273261218,292.562109375,40.05,-91.2,40.05,-91.2,2022-05-01
17001,0.004630660964176,297.5482421875,40.05,-91.2,40.05,-91.2,2022-06-01
17001,0.0020859599113464,298.61904296875,40.05,-91.2,40.05,-91.2,2022-07-01
17001,0.0024612188339233,297.380322265625,40.05,-91.2,40.05,-91.2,2022-08-01
17001,0.0031670450232922,293.2042236328125,40.05,-91.2,40.05,-91.2,2022-09-01
17001,0.0021856665145605,285.3157958984375,40.05,-91.2,40.05,-91.2,2022-10-01
17001,0.0011784433387219,279.42568359375,40.05,-91.2,40.05,-91.2,2022-11-01
17001,0.0015778420493006,272.69287109375,40.05,-91.2,40.05,-91.2,2022-12-01
17001,0.0029561518691479,274.38359375,40.05,-91.2,40.05,-91.2,2023-01-01
17001,0.0032221077010035,276.17421875,40.05,-91.2,40.05,-91.2,2023-02-01
17001,0.0010979054961352,278.4669921875,40.05,-91.2,40.05,-91.2,2023-03-01
17001,0.0016690729185938,286.213818359375,40.05,-91.2,40.05,-91.2,2023-04-01
17001,0.0011372804641723,292.91142578125,40.05,-91.2,40.05,-91.2,2023-05-01
17001,0.0023141383193432,297.309521484375,40.05,-91.2,40.05,-91.2,2023-06-01
17001,0.0045428276062011,298.62841796875,40.05,-91.2,40.05,-91.2,2023-07-01
17001,0.0013576268218457,297.288818359375,40.05,-91.2,40.05,-91.2,2023-08-01
17001,0.002561497548595,294.36866455078126,40.05,-91.2,40.05,-91.2,2023-09-01
17001,0.0006663500797003,287.6541259765625,40.05,-91.2,40.05,-91.2,2023-10-01
17001,0.0031014918349682,280.096923828125,40.05,-91.2,40.05,-91.2,2023-11-01
17001,0.0032095312140881,277.954248046875,40.05,-91.2,40.05,-91.2,2023-12-01
17001,0.0003987131174653,269.590625,40.05,-91.2,40.05,-91.2,2024-01-01
17001,0.0032854555174707,278.3031494140625,40.05,-91.2,40.05,-91.2,2024-02-01
17001,0.0053528545890003,281.93369140625,40.05,-91.2,40.05,-91.2,2024-03-01
17001,0.0036298511084168,286.462646484375,40.05,-91.2,40.05,-91.2,2024-04-01
17001,0.0035649061668663,293.04873046875,40.05,-91.2,40.05,-91.2,2024-05-01
17001,0.0040634153410791,297.998828125,40.05,-91.2,40.05,-91.2,2024-06-01
17001,0.0012100934516638,297.3032470703125,40.05,-91.2,40.05,-91.2,2024-07-01
17001,0.0029265641700475,296.90498046875,40.05,-91.2,40.05,-91.2,2024-08-01
17001,0.0018700480432016,293.65684814453124,40.05,-91.2,40.05,-91.2,2024-09-01
17001,0.0044355391990392,288.2119140625,40.05,-91.2,40.05,-91.2,2024-10-01
17001,0.0021774051710962,281.1321044921875,40.05,-91.2,40.05,-91.2,2024-11-01
17001,0.0007829904585377,274.880322265625,40.05,-91.2,40.05,-91.2,2024-12-01
17001,0.00049459929578,268.987109375,40.05,-91.2,40.05,-91.2,2025-01-01
17001,0.0029250382445752,271.9240234375,40.05,-91.2,40.05,-91.2,2025-02-01
17001,0.0,282.681884765625,,,40.05,-91.2,2025-03-01
17005,0.0019786953926086,,38.9,-89.5,,,2007-12-01
17005,0.0037040470633655,272.900390625,38.9,-89.5,38.9,-89.5,2008-01-01
17005,0.0077922819182276,272.86376953125,38.9,-89.5,38.9,-89.5,2008-02-01
17005,0.0038841245695948,279.332763671875,38.9,-89.5,38.9,-89.5,2008-03-01
17005,0.004525804426521,285.66259765625,38.9,-89.5,38.9,-89.5,2008-04-01
17005,0.0055499789305031,290.471923828125,38.9,-89.5,38.9,-89.5,2008-05-01
17005,0.0048133612144738,297.630126953125,38.9,-89.5,38.9,-89.5,2008-06-01
17005,0.0016212223563343,298.2464599609375,38.9,-89.5,38.9,-89.5,2008-07-01
17005,0.005136894993484,296.77490234375,38.9,-89.5,38.9,-89.5,2008-08-01
17005,0.0025283813010901,293.832275390625,38.9,-89.5,38.9,-89.5,2008-09-01
17005,0.0011833428870886,286.9666748046875,38.9,-89.5,38.9,-89.5,2008-10-01
17005,0.003172707511112,279.54736328125,38.9,-89.5,38.9,-89.5,2008-11-01
17005,0.0012334703933447,273.35107421875,38.9,-89.5,38.9,-89.5,2008-12-01
17005,0.0033945320174098,270.125,38.9,-89.5,38.9,-89.5,2009-01-01
17005,0.0023601769935339,276.20947265625,38.9,-89.5,38.9,-89.5,2009-02-01
17005,0.0054305910598486,282.4970703125,38.9,-89.5,38.9,-89.5,2009-03-01
17005,0.0039421557448804,286.468994140625,38.9,-89.5,38.9,-89.5,2009-04-01
17005,0.0038875816389918,292.514404296875,38.9,-89.5,38.9,-89.5,2009-05-01
17005,0.0032844066154211,298.125,38.9,-89.5,38.9,-89.5,2009-06-01
17005,0.0022804019972682,296.3345947265625,38.9,-89.5,38.9,-89.5,2009-07-01
17005,0.0023921846877783,296.6287841796875,38.9,-89.5,38.9,-89.5,2009-08-01
17005,0.0089760050177574,293.47607421875,38.9,-89.5,38.9,-89.5,2009-09-01
17005,0.0024147152435034,284.7506103515625,38.9,-89.5,38.9,-89.5,2009-10-01
17005,0.0043087124358862,283.3526611328125,38.9,-89.5,38.9,-89.5,2009-11-01
17005,0.0013778805732727,273.5830078125,38.9,-89.5,38.9,-89.5,2009-12-01
17005,0.0018306791316717,269.485595703125,38.9,-89.5,38.9,-89.5,2010-01-01
17005,0.0024032830260694,271.7738037109375,38.9,-89.5,38.9,-89.5,2010-02-01
17005,0.0029480454977601,281.733642578125,38.9,-89.5,38.9,-89.5,2010-03-01
17005,0.0062263011932373,290.3369140625,38.9,-89.5,38.9,-89.5,2010-04-01
17005,0.0032970428001135,293.137451171875,38.9,-89.5,38.9,-89.5,2010-05-01
17005,0.0030605553183704,299.3701171875,38.9,-89.5,38.9,-89.5,2010-06-01
17005,0.0009136674925684,300.52197265625,38.9,-89.5,38.9,-89.5,2010-07-01
17005,0.0034538027830421,300.356201171875,38.9,-89.5,38.9,-89.5,2010-08-01
17005,0.0008613704703748,294.37158203125,38.9,-89.5,38.9,-89.5,2010-09-01
17005,0.0043262240942567,288.3507080078125,38.9,-89.5,38.9,-89.5,2010-10-01
17005,0.0015575289726257,281.300048828125,38.9,-89.5,38.9,-89.5,2010-11-01
17005,0.0011314509902149,271.763427734375,38.9,-89.5,38.9,-89.5,2010-12-01
17005,0.00380749697797,270.350341796875,38.9,-89.5,38.9,-89.5,2011-01-01
17005,0.0024172067642211,275.48583984375,38.9,-89.5,38.9,-89.5,2011-02-01
17005,0.0072929381858557,281.056640625,38.9,-89.5,38.9,-89.5,2011-03-01
17005,0.0058304308913648,288.19287109375,38.9,-89.5,38.9,-89.5,2011-04-01
17005,0.0061660765204578,291.78369140625,38.9,-89.5,38.9,-89.5,2011-05-01
17005,0.0018455383833497,298.22119140625,38.9,-89.5,38.9,-89.5,2011-06-01
17005,0.0018234131857752,301.601318359375,38.9,-89.5,38.9,-89.5,2011-07-01
17005,0.0035187003668397,298.852294921875,38.9,-89.5,38.9,-89.5,2011-08-01
17005,0.0021316765341907,291.9306640625,38.9,-89.5,38.9,-89.5,2011-09-01
17005,0.0049755095969885,287.321533203125,38.9,-89.5,38.9,-89.5,2011-10-01
17005,0.0026969432365149,282.8438720703125,38.9,-89.5,38.9,-89.5,2011-11-01
17005,0.0028350709471851,277.311279296875,38.9,-89.5,38.9,-89.5,2011-12-01
17005,0.0018043636810034,275.408203125,38.9,-89.5,38.9,-89.5,2012-01-01
17005,0.0023856996558606,277.6748046875,38.9,-89.5,38.9,-89.5,2012-02-01
17005,0.0032088994048535,288.355712890625,38.9,-89.5,38.9,-89.5,2012-03-01
17005,0.0018718836363404,288.363037109375,38.9,-89.5,38.9,-89.5,2012-04-01
17005,0.0002029538154602,295.635009765625,38.9,-89.5,38.9,-89.5,2012-05-01
17005,0.000586318783462,298.239501953125,38.9,-89.5,38.9,-89.5,2012-06-01
17005,0.0024223802611231,303.078125,38.9,-89.5,38.9,-89.5,2012-07-01
17005,0.0065696476958692,298.142578125,38.9,-89.5,38.9,-89.5,2012-08-01
17005,0.0033820865210145,292.867919921875,38.9,-89.5,38.9,-89.5,2012-09-01
17005,0.0015354035422205,285.9798583984375,38.9,-89.5,38.9,-89.5,2012-10-01
17005,0.0022777318954467,279.7889404296875,38.9,-89.5,38.9,-89.5,2012-11-01
17005,0.0034645078703761,277.965576171875,38.9,-89.5,38.9,-89.5,2012-12-01
17005,0.0026302395854145,274.04248046875,38.9,-89.5,38.9,-89.5,2013-01-01
17005,0.0023853061720728,274.43798828125,38.9,-89.5,38.9,-89.5,2013-02-01
17005,0.0036121606826782,276.850341796875,38.9,-89.5,38.9,-89.5,2013-03-01
17005,0.0042479990515857,285.746337890625,38.9,-89.5,38.9,-89.5,2013-04-01
17005,0.0032181262504309,292.512451171875,38.9,-89.5,38.9,-89.5,2013-05-01
17005,0.0020431280136108,296.942626953125,38.9,-89.5,38.9,-89.5,2013-06-01
17005,0.000699949247064,297.6680908203125,38.9,-89.5,38.9,-89.5,2013-07-01
17005,0.0009750246535986,297.4613037109375,38.9,-89.5,38.9,-89.5,2013-08-01
17005,0.0026584505103528,294.8848876953125,38.9,-89.5,38.9,-89.5,2013-09-01
17005,0.0014949559699743,286.9068603515625,38.9,-89.5,38.9,-89.5,2013-10-01
17005,0.0028713701758533,278.5367431640625,38.9,-89.5,38.9,-89.5,2013-11-01
17005,0.0019149899017065,272.729736328125,38.9,-89.5,38.9,-89.5,2013-12-01
17005,0.0020778416655957,269.431884765625,38.9,-89.5,38.9,-89.5,2014-01-01
17005,0.0016823052428662,269.587890625,38.9,-89.5,38.9,-89.5,2014-02-01
17005,0.0052234171889722,277.346923828125,38.9,-89.5,38.9,-89.5,2014-03-01
17005,0.0040668367873877,286.8115234375,38.9,-89.5,38.9,-89.5,2014-04-01
17005,0.0052524087950587,292.526611328125,38.9,-89.5,38.9,-89.5,2014-05-01
17005,0.0023223757743835,297.286376953125,38.9,-89.5,38.9,-89.5,2014-06-01
17005,0.0030876158270984,295.7398681640625,38.9,-89.5,38.9,-89.5,2014-07-01
17005,0.0023078678641468,297.4639892578125,38.9,-89.5,38.9,-89.5,2014-08-01
17005,0.0048084377776831,292.37841796875,38.9,-89.5,38.9,-89.5,2014-09-01
17005,0.0021682798396795,287.181884765625,38.9,-89.5,38.9,-89.5,2014-10-01
17005,0.002518844557926,276.740234375,38.9,-89.5,38.9,-89.5,2014-11-01
17005,0.0017040371894836,275.791015625,38.9,-89.5,38.9,-89.5,2014-12-01
17005,0.0017780065536499,272.427490234375,38.9,-89.5,38.9,-89.5,2015-01-01
17005,0.0036739348433911,269.181396484375,38.9,-89.5,38.9,-89.5,2015-02-01
17005,0.0042327879928052,279.33447265625,38.9,-89.5,38.9,-89.5,2015-03-01
17005,0.0038234710227698,288.0107421875,38.9,-89.5,38.9,-89.5,2015-04-01
17005,0.0102771518286317,293.332275390625,38.9,-89.5,38.9,-89.5,2015-05-01
17005,0.0050598620437085,297.447509765625,38.9,-89.5,38.9,-89.5,2015-06-01
17005,0.0023846148978918,298.716552734375,38.9,-89.5,38.9,-89.5,2015-07-01
17005,0.0030658482573926,297.102783203125,38.9,-89.5,38.9,-89.5,2015-08-01
17005,0.0011363981757313,295.5960693359375,38.9,-89.5,38.9,-89.5,2015-09-01
17005,0.0055534362327307,288.0716552734375,38.9,-89.5,38.9,-89.5,2015-10-01
17005,0.0053962804377079,282.9691162109375,38.9,-89.5,38.9,-89.5,2015-11-01
17005,0.0010086176916956,279.9189453125,38.9,-89.5,38.9,-89.5,2015-12-01
17005,0.0022121667861938,272.9609375,38.9,-89.5,38.9,-89.5,2016-01-01
17005,0.0037017583381384,276.20166015625,38.9,-89.5,38.9,-89.5,2016-02-01
17005,0.0043773888610303,283.712646484375,38.9,-89.5,38.9,-89.5,2016-03-01
17005,0.0033912418875843,287.56005859375,38.9,-89.5,38.9,-89.5,2016-04-01
17005,0.0015316009521484,291.436279296875,38.9,-89.5,38.9,-89.5,2016-05-01
17005,0.0051631927490234,299.025390625,38.9,-89.5,38.9,-89.5,2016-06-01
17005,0.0060977935791015,298.9034423828125,38.9,-89.5,38.9,-89.5,2016-07-01
17005,0.0049747943412512,298.48046875,38.9,-89.5,38.9,-89.5,2016-08-01
17005,0.0019844053313136,295.6474609375,38.9,-89.5,38.9,-89.5,2016-09-01
17005,0.0020557462703436,290.18603515625,38.9,-89.5,38.9,-89.5,2016-10-01
17005,0.0014320609625428,282.8192138671875,38.9,-89.5,38.9,-89.5,2016-11-01
